,x
34699_at,0.19238717
39153_r_at,0.192374456
33782_r_at,0.192370665
39698_at,0.192349727
41792_at,0.192298719
31541_at,0.192118456
33129_at,0.191992235
2033_s_at,0.191974586
34466_at,0.191952377
36926_at,0.19189869
204_at,0.19186619
39392_at,0.191743937
34516_at,0.191711706
32372_at,0.191643158
35322_at,0.191630858
1196_at,0.191589497
36961_at,0.19156318
38638_at,0.19155277
38321_r_at,0.191473854
938_at,0.19146393
1849_s_at,0.191436824
34074_s_at,0.191400458
40945_at,0.191395605
34248_at,0.19133598
38432_at,0.191287365
1373_at,0.191270984
39193_at,0.191267533
40026_g_at,0.191257845
40525_at,0.191196938
36816_s_at,0.191175908
39225_at,0.191169756
33177_at,0.190963104
40551_at,0.190961494
31368_at,0.190937237
33327_at,0.190899653
41110_at,0.190785024
38018_g_at,0.190777405
40520_g_at,0.19063751
33086_at,0.190595813
32578_at,0.190504669
34999_at,0.190467997
40561_at,0.190438437
41846_at,0.190266385
1631_at,0.19025438
33770_at,0.190225342
36209_at,0.190195038
35568_at,0.190161425
32594_at,0.19015963
36503_at,0.190157958
33704_at,0.190133894
AFFX-YEL018w/_at,0.190071946
40498_g_at,0.190066307
32385_at,0.190049312
1269_at,0.190041984
32322_at,0.189977362
1625_at,0.18991765
1141_at,0.189886064
40378_at,0.189826177
34821_at,0.189796731
AFFX-DapX-5_at,0.189782151
36325_at,0.18977382
31312_at,0.189771038
34548_at,0.189705794
41312_r_at,0.189681526
37523_at,0.189534537
40800_at,0.189524602
35455_i_at,0.189488767
37828_at,0.189467007
38583_at,0.18940865
952_at,0.189403205
33558_at,0.189366909
33342_at,0.189343715
35565_at,0.189300794
33549_at,0.189284988
1855_at,0.189256117
33626_at,0.18916899
40124_at,0.189166913
33522_at,0.189123797
1308_g_at,0.189101063
31490_at,0.189062373
31581_at,0.189059525
41657_at,0.189007504
34616_at,0.188944386
33110_at,0.188795119
37124_i_at,0.188713116
32879_at,0.188692952
35984_at,0.188647395
357_at,0.188530251
36966_at,0.188370761
1674_at,0.188353724
40844_at,0.188323043
32589_at,0.188009408
32241_at,0.187972617
32880_at,0.187955858
34421_g_at,0.187950439
40593_at,0.187862958
31318_at,0.187847868
414_at,0.187777318
38329_at,0.187775097
39228_at,0.187757726
39289_at,0.187747967
31941_s_at,0.187691474
32610_at,0.187635487
34259_at,0.18760044
34018_at,0.187485555
40576_f_at,0.187308261
33922_at,0.187274676
31442_at,0.187225837
38685_at,0.187192666
34638_r_at,0.187137772
32339_at,0.187122256
38962_at,0.187088029
31545_at,0.187024842
37123_at,0.186947513
35143_at,0.18686683
40028_at,0.186840557
38571_at,0.186823399
31938_g_at,0.18675751
37396_at,0.186743684
31434_at,0.18672961
37881_at,0.186619806
267_at,0.186605725
31710_at,0.186557686
41812_s_at,0.186552176
36788_at,0.186542835
34418_at,0.186513627
41558_s_at,0.186477065
31328_at,0.186476822
36418_at,0.186449308
34736_at,0.186419048
34563_at,0.186398115
37405_at,0.186318561
31316_at,0.186282596
38954_at,0.186277329
38185_at,0.186271482
36937_s_at,0.186191052
39861_at,0.186175021
35787_at,0.186161853
41429_at,0.186133564
40590_at,0.186110275
1204_at,0.186085884
1464_at,0.186054338
32234_at,0.186007591
33528_at,0.185978045
34539_at,0.185937922
38960_at,0.185922536
39173_at,0.185921968
1258_s_at,0.185849125
33608_at,0.185839378
1442_at,0.185827892
38280_s_at,0.18572338
33935_at,0.185675373
1430_at,0.185618065
1818_at,0.185527013
32208_at,0.185485113
34305_at,0.185433358
31470_at,0.185355618
32930_f_at,0.185264679
945_at,0.185183306
41427_at,0.185171213
1654_at,0.185166741
35440_g_at,0.185103908
35604_at,0.185041261
768_at,0.184989587
36818_at,0.184927772
790_at,0.184899679
40611_s_at,0.184894644
38565_at,0.184828739
37325_at,0.184681026
33315_at,0.184674579
35042_at,0.184546767
35058_at,0.184410555
33874_at,0.184390554
34500_at,0.184316452
34913_at,0.184309574
1073_at,0.184257772
40584_at,0.184155371
38951_at,0.184077173
38732_at,0.184026539
33987_at,0.184017826
34270_at,0.183972623
1791_s_at,0.183893354
39524_at,0.183867385
36394_at,0.18386152
35053_at,0.183768865
36887_f_at,0.183761341
35035_at,0.183707712
36912_at,0.183704292
31963_at,0.183698536
41080_at,0.183687955
35076_at,0.183584351
32036_i_at,0.183546252
36112_r_at,0.183526058
33116_f_at,0.183504406
40878_f_at,0.183484419
34928_at,0.183457896
1376_at,0.18336165
36450_at,0.183329598
40786_at,0.183308993
1578_g_at,0.183257825
40628_at,0.183228552
34807_at,0.183169024
35519_at,0.18312628
522_s_at,0.183081432
36145_at,0.183078012
540_at,0.182989678
476_s_at,0.182931635
40914_s_at,0.182895157
31461_at,0.18288295
35125_at,0.182880942
41698_at,0.182844654
32551_at,0.182738697
41270_at,0.182633996
35835_at,0.18259463
34385_at,0.182489806
34815_at,0.182391368
39940_at,0.182331411
1512_at,0.182302941
105_at,0.182103982
41720_r_at,0.182018259
39851_at,0.181937129
41252_s_at,0.181908119
32412_at,0.181872715
32386_at,0.181814218
38945_at,0.181739594
2030_at,0.181674968
38240_at,0.18166258
32634_s_at,0.18165281
39055_at,0.181536163
273_g_at,0.181489242
1156_at,0.181449933
34150_at,0.181367121
32508_at,0.181267456
31373_at,0.181071044
36441_at,0.181064116
37525_at,0.18105564
34918_at,0.181053369
34222_at,0.181049998
35023_at,0.180950483
38554_at,0.180913557
1200_at,0.180905209
143_s_at,0.180792932
31571_at,0.180765128
1776_at,0.180685537
33012_at,0.180664997
38196_at,0.180628623
40573_s_at,0.180577344
34681_at,0.18057348
34906_g_at,0.180542485
31367_at,0.18039525
39984_g_at,0.180361958
41116_at,0.180278079
AFFX-CreX-3_st,0.180259998
41023_at,0.180225922
31543_at,0.179994909
38324_at,0.179979176
35912_at,0.179963492
34943_at,0.179961981
38330_at,0.179945885
36948_at,0.17993851
40254_s_at,0.179916986
32809_at,0.179912249
41497_at,0.179847743
39730_at,0.179779944
40972_at,0.179664407
35025_at,0.179590741
41349_at,0.179576206
288_s_at,0.179533693
31913_at,0.179525604
41283_at,0.17951432
36403_s_at,0.179404688
2068_s_at,0.179278275
1027_at,0.179263082
36505_at,0.179179125
34510_at,0.179129882
33449_at,0.179115873
32453_at,0.179090089
35116_at,0.178971008
41515_at,0.178966246
40233_at,0.17894885
33571_at,0.178868182
1900_at,0.178795069
33594_at,0.178769221
662_at,0.178761804
38024_at,0.178752761
33565_at,0.178749069
908_at,0.178732279
36442_g_at,0.178676881
39251_at,0.178650173
316_g_at,0.178634301
33912_at,0.178476154
32688_at,0.178458686
31534_at,0.178341733
36909_at,0.178161054
36653_g_at,0.178091094
AFFX-BioB-M_st,0.178033563
36923_at,0.178024158
37997_r_at,0.17799357
35522_at,0.177988189
39478_at,0.177870689
31531_g_at,0.177856749
36724_s_at,0.177826825
34286_at,0.177790488
38105_at,0.177777984
32382_at,0.177747081
41469_at,0.177745653
33141_at,0.177723809
36255_at,0.17756045
35052_r_at,0.177529074
32617_at,0.177499106
36049_at,0.177495373
32912_at,0.177478788
31769_at,0.177431056
33099_at,0.177362599
40942_g_at,0.17734699
33135_at,0.177339592
34899_at,0.177336278
41864_at,0.177296967
32937_at,0.177266675
39818_at,0.177184676
32843_s_at,0.177176208
991_g_at,0.177152673
33575_at,0.177108589
39265_at,0.177060275
31319_at,0.177013225
41374_at,0.176862531
40197_at,0.176859771
41306_at,0.176840248
32281_at,0.176737888
271_s_at,0.176692437
31644_at,0.176680136
36848_r_at,0.176601502
31361_at,0.17656247
38771_at,0.176484376
37427_at,0.176375566
36680_at,0.176374573
31388_at,0.176336834
39595_at,0.176308596
37372_at,0.176307632
38737_at,0.176274206
31654_at,0.176248815
35852_at,0.176241132
36539_at,0.17623982
32875_at,0.176236727
37783_at,0.176190397
38747_at,0.176177949
41241_at,0.176132036
41791_at,0.176071909
37321_at,0.176068031
41548_at,0.176029094
36737_at,0.17599289
33159_at,0.175933389
36019_at,0.175894376
39836_at,0.175849601
33969_at,0.17582259
35388_at,0.175787223
38932_at,0.175596697
40995_at,0.175589123
39300_at,0.175568482
32351_at,0.175495238
33557_at,0.175330038
33620_at,0.175262452
38489_at,0.175137585
32958_at,0.175025189
32263_at,0.174981012
31562_at,0.17492512
38365_at,0.174911645
36531_r_at,0.174876981
31405_at,0.174845146
32739_at,0.174839964
38143_at,0.174808795
1015_s_at,0.174617092
34879_at,0.174587844
39101_at,0.1745817
35854_at,0.174423409
36267_at,0.174352043
34970_r_at,0.174342037
34008_at,0.174277857
211_at,0.174155303
39013_at,0.174118807
39739_at,0.174047375
37661_at,0.174015896
39865_at,0.173989944
39024_at,0.173934901
39742_at,0.173927143
32697_at,0.173812209
36877_at,0.17377767
36087_at,0.173773536
39613_at,0.173761267
39104_at,0.173747903
1142_at,0.17371922
31353_f_at,0.173523425
35060_at,0.173459186
40702_at,0.173430993
36809_at,0.173428258
36086_at,0.173401022
41589_at,0.173371664
37725_at,0.173300711
32651_at,0.173292441
38215_at,0.173264093
39486_s_at,0.173259956
33754_at,0.173156728
35689_at,0.172881624
37805_at,0.172860773
1765_at,0.172672582
40549_at,0.172579377
35113_at,0.172574437
327_f_at,0.172553523
32480_at,0.172482329
32851_at,0.172466101
33061_at,0.172397695
38705_at,0.172383157
40316_at,0.172370018
33153_at,0.172330769
32337_at,0.172278277
39368_at,0.172254709
41230_at,0.172248105
41422_at,0.172240817
33676_at,0.172231402
40025_at,0.172227236
34981_at,0.172224234
35952_at,0.172203636
32489_at,0.172201815
169_at,0.172186208
34667_at,0.172161049
36845_at,0.172122347
375_at,0.172078662
979_g_at,0.17194667
39187_at,0.17190432
40211_at,0.171866983
37887_at,0.171844692
35452_at,0.171650056
247_s_at,0.171648379
32299_at,0.171513192
35609_at,0.171489662
38331_at,0.171476511
33476_at,0.171388472
AFFX-HSAC07/X00351_M_st,0.171374594
41351_at,0.171269633
33256_at,0.171244451
39956_at,0.171206531
1513_at,0.171110236
1738_at,0.171082498
39783_at,0.171061838
35467_g_at,0.171060252
39016_r_at,0.170989699
34395_at,0.170952767
31866_at,0.170934396
34885_at,0.170897307
37892_at,0.170857427
40174_at,0.170829053
1505_at,0.170802251
38853_at,0.170797316
33338_at,0.170783119
36143_at,0.170737945
40031_at,0.170737249
36234_at,0.17069918
34783_s_at,0.170642139
37424_at,0.170638322
35945_at,0.170616803
1413_at,0.170572378
37941_at,0.170570275
160042_s_at,0.170558185
1417_at,0.170505052
1326_at,0.170325958
41180_i_at,0.17030366
34441_at,0.170166135
40324_r_at,0.170025268
41031_at,0.170003608
32365_at,0.169942499
31864_at,0.169933755
37110_at,0.169837176
407_at,0.169747349
39843_at,0.169664313
36305_at,0.169599991
37613_at,0.169594296
36688_at,0.169509661
31973_at,0.169389506
35856_r_at,0.169376122
31579_at,0.169370527
34911_r_at,0.169316298
41591_at,0.169248096
33366_at,0.169237888
1289_at,0.169169464
32435_at,0.169137606
31676_at,0.168999916
34194_at,0.168986643
39946_at,0.168956414
36946_at,0.168929389
40183_at,0.168909484
39766_r_at,0.168658062
694_at,0.168614385
32693_at,0.168600582
39774_at,0.1685715
31420_at,0.168516903
38245_i_at,0.16847259
33450_at,0.16838878
37054_at,0.168346584
31326_at,0.168269403
1487_at,0.168186636
39798_at,0.168153826
34317_g_at,0.1681496
35587_at,0.168148428
40038_at,0.168121173
41500_at,0.168105458
34528_at,0.168065951
37193_at,0.168053487
38065_at,0.167894053
2055_s_at,0.167885685
33692_at,0.167807651
41487_at,0.167748522
33526_at,0.167684064
32826_at,0.167669183
41853_at,0.167593498
36291_at,0.167556939
41627_at,0.167503971
35153_at,0.167466426
39010_at,0.167408892
39204_at,0.167369597
31678_at,0.167337809
31412_at,0.167314412
373_at,0.16731073
33546_at,0.1673006
32941_at,0.167190153
36758_at,0.167151301
40956_at,0.167150446
41642_at,0.167150266
39546_s_at,0.16714845
34634_s_at,0.167147855
34620_at,0.167089282
31877_at,0.166895223
39223_at,0.166727914
32914_f_at,0.166688958
34428_at,0.16662893
34007_at,0.166564252
41152_f_at,0.166548764
1886_at,0.166535532
32642_at,0.166467018
40639_at,0.166413744
37380_at,0.166389973
40170_at,0.166376835
34883_at,0.166331626
41581_at,0.166295815
32396_f_at,0.1662576
707_s_at,0.166256425
33550_at,0.16623039
31558_at,0.166156813
41019_at,0.166142175
31517_f_at,0.16614029
315_at,0.165947748
31323_r_at,0.165896907
33843_g_at,0.165753046
41105_s_at,0.165741298
37148_at,0.165669641
35047_at,0.165658218
38531_at,0.16563781
32259_at,0.165585749
33894_at,0.165571847
40105_at,0.165550445
41532_at,0.165518044
40021_at,0.165469272
40325_at,0.165448132
34076_at,0.165436778
33132_at,0.165404294
40984_at,0.16530337
1353_g_at,0.165296616
37659_at,0.165287767
38236_at,0.165265337
35715_at,0.165264166
40234_at,0.165237883
34559_at,0.165134842
35744_at,0.165121159
31357_at,0.165113521
751_at,0.164976008
1755_i_at,0.164968209
33707_at,0.164967215
35734_at,0.164821693
31384_at,0.164789928
32354_at,0.164773328
35713_at,0.164717327
37355_at,0.164685553
31473_s_at,0.164579124
32868_at,0.164567137
34353_at,0.164533094
38044_at,0.164460188
41764_at,0.164443604
39895_r_at,0.164433107
33210_at,0.164413351
37862_at,0.164395171
31332_at,0.164385748
41015_at,0.164255382
764_s_at,0.16423314
37255_at,0.164219651
40700_at,0.164184065
34145_at,0.164148891
34912_at,0.164115489
35525_at,0.164056983
34676_at,0.164056921
39377_at,0.164053544
41521_at,0.163994528
31466_at,0.163985844
39987_at,0.163808143
34870_at,0.163775022
35510_at,0.163725315
AFFX-BioC-5_st,0.163677621
41218_at,0.163556579
39078_at,0.16350504
117_at,0.163460236
31399_at,0.163432373
32422_at,0.163357135
34327_at,0.163267581
1579_at,0.163241534
690_s_at,0.163228442
36176_at,0.163174031
38598_at,0.163142046
41249_at,0.163060969
866_at,0.1630588
39133_at,0.162926745
35505_at,0.162904646
36026_at,0.162890936
32373_at,0.162836022
39467_f_at,0.162800827
33564_at,0.162782951
40402_at,0.162698226
521_at,0.162686079
38333_at,0.162593805
33335_at,0.162561762
37273_at,0.162529808
38012_at,0.1624976
33897_at,0.162469052
2008_s_at,0.1624648
35032_at,0.1624536
32188_at,0.162439435
31379_at,0.162353373
33799_at,0.162012327
32853_at,0.161933763
33945_at,0.161867904
33174_s_at,0.161827941
1626_at,0.161820026
32497_s_at,0.161678889
41290_at,0.161650704
34592_at,0.161578253
36725_at,0.161545248
33554_at,0.161539034
37666_at,0.161512872
38629_at,0.161471477
367_at,0.161450961
1565_s_at,0.161377125
41444_at,0.161344679
39511_at,0.161326862
39716_at,0.161325697
38283_at,0.161296324
1345_s_at,0.161293277
33171_s_at,0.161270156
38947_at,0.161235541
31594_at,0.161197782
38407_r_at,0.16117704
41546_at,0.161111924
34062_at,0.16109862
37591_at,0.161096458
34379_at,0.160939083
34077_at,0.160919804
35540_at,0.16088269
41361_at,0.160815211
34582_at,0.16070474
265_s_at,0.160669709
34935_at,0.160505917
38285_at,0.160478283
36242_at,0.160398013
34732_at,0.160394792
37256_at,0.160346547
1033_g_at,0.1603355
636_at,0.160188178
33216_at,0.1601551
35280_at,0.160134354
40772_at,0.160117761
34410_at,0.160113313
39194_at,0.16008376
36375_at,0.159869502
430_at,0.159866171
35677_at,0.159584686
33980_at,0.15949262
37069_at,0.159478198
31426_at,0.159414872
32219_at,0.159381825
40486_g_at,0.159378382
35199_at,0.159370176
40377_at,0.159356175
37709_at,0.159340588
39568_g_at,0.159295608
35934_at,0.159275659
AFFX-ThrX-3_at,0.159202293
708_at,0.159166076
31493_s_at,0.159162182
40661_at,0.159129942
40404_s_at,0.159036169
1944_f_at,0.159000912
32714_s_at,0.158887071
38979_at,0.158829794
39759_at,0.158822029
39198_s_at,0.158803192
35020_at,0.15876176
33505_at,0.158710342
31341_at,0.158672653
36045_at,0.158543674
35009_at,0.15853144
40677_at,0.158515525
1620_at,0.158404305
34289_f_at,0.158344447
937_at,0.158323215
32992_at,0.158260332
38887_r_at,0.158220106
36863_at,0.158207231
31694_at,0.158193859
38332_at,0.158137857
32991_f_at,0.158063855
36709_at,0.158039012
34790_at,0.157977004
38635_at,0.157904065
39985_r_at,0.15787694
35859_f_at,0.157755878
34004_at,0.15772709
39719_at,0.157695707
34882_at,0.157691198
786_at,0.157666201
32088_at,0.157610018
38696_at,0.157580293
37601_at,0.157562485
33085_at,0.15751389
32841_at,0.157496769
1290_g_at,0.15748322
34086_at,0.157432361
39306_at,0.157414955
38184_at,0.157411362
403_s_at,0.157349681
310_s_at,0.15733028
1192_at,0.157255532
34422_r_at,0.157153185
36178_at,0.157151864
39190_s_at,0.157076122
34556_at,0.157056667
32758_g_at,0.157047854
32979_at,0.156909576
1189_at,0.156902831
1084_at,0.156883652
40010_s_at,0.156845201
38256_s_at,0.156756679
32448_at,0.156756166
31437_r_at,0.156731432
37168_at,0.156712759
36124_at,0.156698751
36373_at,0.15668973
37028_at,0.156622168
1659_s_at,0.156589595
41233_at,0.156564393
378_s_at,0.156509932
41239_r_at,0.156488546
36945_at,0.156402135
38868_at,0.156356576
38199_at,0.156333972
33185_at,0.156298468
41284_at,0.156281914
31977_at,0.156273573
36750_at,0.156130323
40319_at,0.156082441
34536_g_at,0.156076039
39885_at,0.156037108
41187_at,0.156028965
33473_at,0.156021003
40794_at,0.156009981
40935_at,0.155996332
36390_at,0.155948558
1286_s_at,0.155934341
39859_r_at,0.155838573
32922_at,0.155823958
987_g_at,0.155805041
1955_s_at,0.155794075
33624_at,0.155705945
1061_at,0.155659638
34102_at,0.155626571
37977_at,0.155569414
37261_g_at,0.155568878
33373_at,0.155433931
38387_at,0.155377509
39156_at,0.155367481
31723_at,0.155366938
34781_at,0.155361911
36684_at,0.155355411
37020_at,0.155350443
40287_s_at,0.155304822
37581_at,0.1552285
1989_at,0.15519467
31776_at,0.155159124
38140_at,0.155138656
39636_at,0.155106256
35469_at,0.155011817
33725_at,0.154980783
33144_at,0.154973329
40840_at,0.154970766
32438_at,0.154958683
40907_at,0.154838928
31883_at,0.154783698
33052_at,0.154754138
35422_at,0.154708487
297_g_at,0.154601352
1418_at,0.154563242
33957_at,0.154559013
31619_at,0.154456911
35837_at,0.154402645
1634_s_at,0.154342641
160026_at,0.154306191
33734_at,0.154285912
2034_s_at,0.154267726
254_at,0.154090087
31446_s_at,0.154075244
34142_at,0.154056176
32152_at,0.153881303
39762_at,0.1538587
35005_at,0.153757277
38157_at,0.153714937
31631_f_at,0.153640313
37781_at,0.153581534
41070_r_at,0.153533991
32446_at,0.153509062
34453_at,0.153489515
853_at,0.15348761
33955_at,0.153404548
32863_at,0.153381308
31905_at,0.153351812
35073_at,0.153337682
33617_s_at,0.1532753
40178_at,0.153249465
39290_f_at,0.153181129
1482_g_at,0.153127939
1603_g_at,0.15311455
1169_at,0.153084846
39501_f_at,0.152872629
710_at,0.152865207
41818_at,0.152801214
34184_at,0.152711294
32522_f_at,0.152704789
39615_at,0.152667934
1873_at,0.152631001
37633_s_at,0.152569006
2029_at,0.152340015
32095_at,0.152310836
31428_at,0.152301352
136_at,0.1522384
32455_s_at,0.152166756
37502_at,0.15213015
33614_at,0.152123526
37563_at,0.15203197
33098_at,0.151964928
40142_at,0.151951721
33409_at,0.151879626
40890_at,0.151879026
34415_at,0.151825013
32644_at,0.151814365
33806_at,0.151790003
1486_at,0.151755092
40933_f_at,0.151744666
462_at,0.151728706
35156_at,0.151717357
35240_at,0.151710343
1144_at,0.151665449
41506_at,0.151641458
40312_at,0.151624946
41386_i_at,0.151581648
41071_at,0.151566818
40270_at,0.151511968
34193_at,0.151510605
33630_s_at,0.151438482
36828_at,0.151437714
41293_at,0.151435214
33024_at,0.151431264
39188_at,0.151352807
34459_at,0.151316856
32559_s_at,0.151306581
34229_s_at,0.151281515
32775_r_at,0.151192137
37011_at,0.151163764
35616_at,0.151125409
35918_at,0.151078966
AFFX-BioB-3_st,0.150955994
36608_at,0.150951771
1618_at,0.150903897
38258_at,0.150883325
35676_at,0.150841075
32311_r_at,0.150835964
31533_s_at,0.150835867
41205_at,0.150835413
40542_at,0.150801365
35801_at,0.150756307
32416_at,0.150607957
36307_at,0.150588876
35589_at,0.150580938
32206_at,0.15056111
252_at,0.150549162
33842_at,0.150493982
32695_at,0.150449557
240_at,0.150414579
36028_at,0.150380855
32058_at,0.150300104
557_s_at,0.150290301
34049_at,0.150205216
40318_at,0.150198031
39874_at,0.15014824
1140_at,0.15009989
33067_at,0.150071098
36855_r_at,0.15007091
36435_at,0.149947107
36331_at,0.149918287
107_at,0.149876514
34253_at,0.149773191
39475_at,0.149469068
31569_at,0.149462386
35591_at,0.149382312
37600_at,0.149354174
34294_at,0.149341186
35728_at,0.149285477
31709_at,0.14924038
36642_at,0.149186721
38202_at,0.149146142
36359_at,0.149131472
41240_at,0.149029325
38795_s_at,0.148982547
34910_s_at,0.148974692
36243_at,0.148956687
38725_s_at,0.148953623
35062_at,0.148930859
37153_at,0.148920515
1545_g_at,0.148906964
32774_at,0.148894023
34530_at,0.14887344
41426_at,0.148695029
1164_at,0.148643101
33053_at,0.148428793
35624_at,0.148424526
33884_s_at,0.148400254
33272_at,0.148395872
33284_at,0.148378553
1042_at,0.148361514
36685_at,0.148347106
32816_at,0.148346169
38098_at,0.148299022
32707_at,0.148277744
37147_at,0.148274463
32720_at,0.148258048
35338_at,0.148215428
32943_at,0.1482079
32384_g_at,0.148142341
40523_at,0.148034007
37088_at,0.148012182
36813_at,0.147869094
34073_s_at,0.147814024
41347_at,0.14773917
40988_at,0.147693138
39367_at,0.147660813
39360_at,0.147571193
39877_at,0.147558752
37368_at,0.147542215
39370_at,0.147536052
33811_at,0.14747816
31530_at,0.147406192
33877_s_at,0.147391813
38203_at,0.147364142
38667_at,0.147315291
39860_at,0.147305771
36854_s_at,0.14727244
402_s_at,0.147174795
34130_at,0.147158339
36297_at,0.147102631
262_at,0.147077504
32548_at,0.147063031
39242_at,0.146960517
39042_at,0.146923294
35542_at,0.146901278
31817_at,0.146874473
38496_at,0.146781605
35925_at,0.146761998
102_at,0.146735969
36346_at,0.146681935
1024_at,0.146631472
32424_at,0.146622105
32421_at,0.146529271
475_at,0.146494678
36656_at,0.146483189
575_s_at,0.146480842
1927_s_at,0.146452893
41520_at,0.146451393
32929_at,0.146427998
34433_at,0.146378381
37140_s_at,0.146303318
34630_s_at,0.146221877
41100_at,0.146217839
35390_at,0.146140438
32994_at,0.146123043
38011_at,0.146057376
31965_at,0.14589868
33539_at,0.145885426
33859_at,0.145860805
33089_s_at,0.145727306
36730_at,0.145654878
36189_at,0.145540812
33838_at,0.145532212
1679_at,0.145477938
37724_at,0.145471875
36353_at,0.145462321
41545_at,0.145430582
38181_at,0.145399886
389_s_at,0.145359293
34955_at,0.145346735
39498_at,0.145300781
33857_at,0.14526502
1330_at,0.145238232
40714_at,0.145225591
35209_at,0.145180888
1354_at,0.145176204
35011_at,0.145164161
33200_at,0.145156207
36701_at,0.145155919
37135_f_at,0.145154504
33728_at,0.145100327
33584_at,0.145066279
41714_at,0.14496867
32867_at,0.144965191
37511_at,0.144945181
35122_at,0.144933477
33155_at,0.144816638
41388_at,0.144768634
31813_at,0.144764232
41119_f_at,0.144752794
31940_s_at,0.144722168
34123_at,0.14471774
31313_at,0.144702961
1542_at,0.144688712
40977_f_at,0.14468466
38350_f_at,0.144654823
32563_at,0.144622079
41716_at,0.144586549
1570_f_at,0.144548185
1462_s_at,0.144407368
38542_at,0.14439763
1004_at,0.144311096
34482_at,0.14423414
40181_f_at,0.144220905
324_f_at,0.144159421
40572_at,0.144086413
37826_at,0.144039736
967_g_at,0.143971109
1948_f_at,0.143829571
38877_s_at,0.143722483
37281_at,0.143721486
41472_at,0.143697103
302_at,0.143652634
34496_at,0.143598421
35696_s_at,0.143577236
32877_i_at,0.143451827
1908_at,0.143432081
36704_at,0.143425695
33227_at,0.143350118
36889_at,0.143333387
31630_at,0.143326561
40566_at,0.143297348
40056_at,0.143153915
951_at,0.143149767
41325_at,0.142983707
40363_r_at,0.142853303
40923_at,0.142803748
37866_at,0.142714765
39834_at,0.142614859
385_at,0.142586679
41786_at,0.142566612
35065_at,0.142560004
31925_s_at,0.142531136
1331_s_at,0.142482174
36519_at,0.142468706
37510_at,0.14242593
1314_at,0.142377457
38995_at,0.142341432
33974_at,0.142325282
345_at,0.142302115
1727_at,0.142220316
32394_s_at,0.142186361
37060_at,0.142165271
33254_at,0.142138583
960_g_at,0.142068553
41091_at,0.142030566
1087_at,0.141988022
37988_at,0.141952373
35329_at,0.141937815
36518_at,0.141831819
35417_at,0.141771409
38133_at,0.141760191
34048_at,0.141636284
34817_s_at,0.141633319
32481_at,0.141458543
36700_at,0.141435668
32975_g_at,0.14141425
36023_at,0.141408075
31395_i_at,0.1414027
31741_at,0.141338747
35476_at,0.141336673
34812_at,0.14129824
32738_at,0.141270769
31895_at,0.141270627
34165_at,0.141261154
AFFX-PheX-M_at,0.141140313
32404_at,0.141094313
40331_at,0.141067574
40941_at,0.141052152
33986_r_at,0.141000492
899_at,0.140963215
1344_at,0.140880062
40173_at,0.140757815
37389_at,0.140692014
37609_at,0.140647939
39844_at,0.140627096
31828_r_at,0.140626311
37761_at,0.140622274
32097_at,0.140601292
39161_at,0.14060011
35096_at,0.140597618
32515_s_at,0.140596541
33087_s_at,0.140356599
32348_at,0.140331784
37850_at,0.140267092
36140_at,0.140193394
40978_s_at,0.140089203
31499_s_at,0.140065089
39384_at,0.140062569
33777_at,0.139892949
32359_at,0.13987495
33478_at,0.139856768
35427_at,0.139850594
613_at,0.139789099
31782_at,0.139711227
40569_at,0.139553289
34856_at,0.139534201
36164_at,0.139523791
40047_at,0.139408694
32653_at,0.139394693
37858_at,0.139368271
36431_at,0.139324041
38897_at,0.139316276
39974_at,0.139286831
41696_at,0.139270103
36751_at,0.139212961
36715_at,0.139089459
1002_f_at,0.13906343
31354_r_at,0.139043234
32392_s_at,0.139019436
39724_s_at,0.13901081
130_s_at,0.138990657
40469_at,0.138940788
37847_at,0.138936368
32401_at,0.138933119
259_s_at,0.138908468
41302_at,0.138889803
38272_at,0.138883664
34578_at,0.138810944
1538_s_at,0.138777109
37234_at,0.138753065
34391_at,0.138710832
797_at,0.138633416
34002_at,0.138631852
1762_at,0.138621503
31320_at,0.138538085
1580_f_at,0.138495527
34952_at,0.138447422
1980_s_at,0.138427852
39599_at,0.138427181
965_at,0.138295746
1416_g_at,0.138291165
32527_at,0.138279404
36439_at,0.138248411
36663_at,0.138081178
36185_at,0.138074399
35627_at,0.137990926
37942_at,0.137934844
32008_at,0.137915446
253_g_at,0.137889859
517_at,0.137869717
38577_at,0.137844759
167_at,0.13783804
41164_at,0.137823322
34682_at,0.137793103
961_at,0.137713783
31767_at,0.137676656
35559_at,0.137671152
31362_at,0.137598856
37238_s_at,0.137562462
1883_s_at,0.13750056
31996_at,0.137481407
AFFX-LysX-M_at,0.1374694
39573_at,0.137458363
1320_at,0.137453785
41122_at,0.137389095
39496_s_at,0.137377825
32284_at,0.137339443
41464_at,0.137305933
34596_at,0.137261024
35971_at,0.137242083
40044_at,0.137182424
37269_at,0.137150536
40293_at,0.137099802
36747_at,0.13709022
35857_at,0.137021382
40603_at,0.136988836
36264_at,0.136982712
32712_at,0.136946853
39563_at,0.136919858
31971_at,0.136911129
34635_at,0.136782075
160028_s_at,0.136772277
36997_at,0.136713482
40241_at,0.13668669
34461_at,0.136475258
32055_g_at,0.136367261
39915_at,0.136358412
31455_r_at,0.136273852
34497_at,0.136189347
31352_at,0.13614455
40842_at,0.136123522
34442_at,0.136117043
38073_at,0.136102394
34072_s_at,0.136092592
31308_at,0.136088629
35556_at,0.13605676
35737_at,0.136055914
37045_at,0.135927515
